Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Car_Age,Mileage_per_Year,Log_Selling_Price,Log_Kms_Driven,Age_Group
2015,11.45,14.79,12900,Petrol,Dealer,Automatic,0,11,1172.7272727272727,2.4379897300002487,9.464982590349763,Old
2013,3.9,5.7,53000,Diesel,Dealer,Manual,0,13,4076.923076923077,1.3609765531356006,10.87804719253426,Old
2015,5.5,5.7,4492,Petrol,Dealer,Manual,0,11,408.3636363636364,1.7047480922384253,8.410053315858335,Old
2017,9.1,9.4,15141,Petrol,Dealer,Manual,0,9,1682.3333333333333,2.2082744135228043,9.625161575008372,Medium
2016,3.1,4.43,11849,Petrol,Dealer,Manual,0,10,1184.9,1.1314021114911006,9.37999875481674,Medium
2015,11.25,13.6,68000,Diesel,Dealer,Manual,0,11,6181.818181818182,2.4203681286504293,11.127262984158243,Old
2013,4.8,9.4,60241,Petrol,Dealer,Manual,0,13,4633.923076923077,1.5686159179138452,11.006108462601597,Old
2012,2.0,4.43,23709,Petrol,Dealer,Manual,0,14,1693.5,0.6931471805599453,10.073610001873085,Old
2012,5.35,9.4,32322,Diesel,Dealer,Manual,0,14,2308.714285714286,1.6770965609079151,10.383503391908588,Old
2015,4.75,7.13,35866,Petrol,Dealer,Manual,1,11,3260.5454545454545,1.55814461804655,10.48754505050837,Old
2014,4.4,7.13,34000,Petrol,Dealer,Manual,0,12,2833.3333333333335,1.4816045409242156,10.4341158035983,Old
2016,6.25,7.6,7000,Petrol,Dealer,Manual,0,10,700.0,1.8325814637483102,8.85366542803745,Medium
2013,5.95,9.4,49000,Diesel,Dealer,Manual,0,13,3769.230769230769,1.7833912195575383,10.799575577092764,Old
2012,5.2,9.4,71000,Diesel,Dealer,Manual,0,14,5071.428571428572,1.6486586255873816,11.170435156023453,Old
2012,3.75,6.79,35000,Petrol,Dealer,Manual,0,14,2500.0,1.3217558399823195,10.46310334047155,Old
2015,5.95,9.4,36000,Petrol,Dealer,Manual,0,11,3272.7272727272725,1.7833912195575383,10.491274217438248,Old
2013,4.0,4.6,30000,Petrol,Dealer,Manual,0,13,2307.6923076923076,1.3862943611198906,10.308952660644293,Old
2016,5.25,7.6,17000,Petrol,Dealer,Manual,0,10,1700.0,1.6582280766035324,9.740968623038354,Medium
2016,12.9,13.6,35934,Diesel,Dealer,Manual,0,10,3593.4,2.5572273113676265,10.489439201492518,Medium
2013,5.0,9.9,56701,Petrol,Dealer,Manual,0,13,4361.615384615385,1.6094379124341003,10.945547126244623,Old
2015,5.4,6.82,31427,Petrol,Dealer,Automatic,0,11,2857.0,1.6863989535702288,10.355422675029144,Old
2014,7.2,9.9,48000,Diesel,Dealer,Manual,0,12,4000.0,1.9740810260220096,10.778956289890028,Old
2013,5.25,9.9,54242,Petrol,Dealer,Manual,0,13,4172.461538461538,1.6582280766035324,10.90121079509082,Old
2012,3.0,5.35,53675,Petrol,Dealer,Manual,0,14,3833.9285714285716,1.0986122886681098,10.890702622746982,Old
2016,10.25,13.6,49562,Petrol,Dealer,Manual,0,10,4956.2,2.327277705584417,10.810979690053934,Medium
2015,8.5,13.6,40324,Petrol,Dealer,Manual,0,11,3665.818181818182,2.1400661634962708,10.604702104173832,Old
2015,8.4,13.6,25000,Petrol,Dealer,Manual,0,11,2272.7272727272725,2.128231705849268,10.126631103850338,Old
2014,3.9,7.0,36054,Petrol,Dealer,Manual,0,12,3004.5,1.3609765531356006,10.492773093561983,Old
2016,9.15,13.6,29223,Petrol,Dealer,Manual,0,10,2922.3,2.21375387928743,10.282711349439065,Medium
2016,5.5,5.97,5600,Petrol,Dealer,Manual,0,10,560.0,1.7047480922384253,8.630521876723241,Medium
2015,4.0,5.8,40023,Petrol,Dealer,Manual,0,11,3638.4545454545455,1.3862943611198906,10.597209567846916,Old
2016,6.6,7.7,16002,Petrol,Dealer,Manual,0,10,1600.2,1.8870696490323797,9.68046899341007,Medium
2015,4.0,7.0,40026,Petrol,Dealer,Manual,0,11,3638.7272727272725,1.3862943611198906,10.59728452193757,Old
2017,6.5,8.7,21200,Petrol,Dealer,Manual,0,9,2355.5555555555557,1.8718021769015913,9.961756460660103,Medium
2014,3.65,7.0,35000,Petrol,Dealer,Manual,0,12,2916.6666666666665,1.2947271675944,10.46310334047155,Old
2016,8.35,9.4,19434,Diesel,Dealer,Manual,0,10,1943.4,2.122261538862764,9.874779388399384,Medium
2017,4.8,5.8,19000,Petrol,Dealer,Manual,0,9,2111.1111111111113,1.5686159179138452,9.852194258148577,Medium
2015,6.7,10.0,18828,Petrol,Dealer,Manual,0,11,1711.6363636363637,1.9021075263969205,9.843100402521033,Old
2011,4.1,10.0,69341,Petrol,Dealer,Manual,0,15,4622.733333333334,1.410986973710262,11.146791640825246,Old
2009,3.0,10.0,69562,Petrol,Dealer,Manual,0,17,4091.8823529411766,1.0986122886681098,11.149973720211296,Old
2015,7.5,10.0,27600,Petrol,Dealer,Manual,0,11,2509.090909090909,2.0149030205422647,10.225571051705241,Old
2010,2.25,7.5,61203,Petrol,Dealer,Manual,0,16,3825.1875,0.8109302162163288,11.021951486906838,Old
2014,5.3,6.8,16500,Petrol,Dealer,Manual,0,12,1375.0,1.667706820558076,9.711115659888671,Old
2016,10.9,13.6,30753,Petrol,Dealer,Automatic,0,10,3075.3,2.388762789235098,10.333742829451511,Medium
2015,8.65,13.6,24800,Petrol,Dealer,Manual,0,11,2254.5454545454545,2.157559320943788,10.118598932153073,Old
2015,9.7,13.6,21780,Petrol,Dealer,Manual,0,11,1980.0,2.272125885509337,9.988747396486952,Old
2016,6.0,8.4,4000,Petrol,Dealer,Manual,0,10,400.0,1.791759469228055,8.294049640102028,Medium
2014,6.25,13.6,40126,Petrol,Dealer,Manual,0,12,3343.8333333333335,1.8325814637483102,10.599779782240146,Old
2015,5.25,5.9,14465,Petrol,Dealer,Manual,0,11,1315.0,1.6582280766035324,9.579487217410236,Old
2006,2.1,7.6,50456,Petrol,Dealer,Manual,0,20,2522.8,0.7419373447293773,10.828856948343487,Old
2014,8.25,14.0,63000,Diesel,Dealer,Manual,0,12,5250.0,2.1102132003465894,11.05089000537367,Old
2016,8.99,11.8,9010,Petrol,Dealer,Manual,0,10,901.0,2.196112848483529,9.106090350602384,Medium
2013,3.5,5.9,9800,Petrol,Dealer,Manual,0,13,753.8461538461538,1.252762968495368,9.190137664658664,Old
2016,7.4,8.5,15059,Petrol,Dealer,Automatic,0,10,1505.9,2.0014800002101243,9.61973109808682,Medium
2016,5.65,7.9,28569,Petrol,Dealer,Manual,0,10,2856.9,1.7316555451583497,10.260077492862155,Medium
2015,5.75,7.5,44000,Petrol,Dealer,Automatic,0,11,4000.0,1.749199854809259,10.691944912900398,Old
2015,8.4,13.6,34000,Petrol,Dealer,Manual,0,11,3090.909090909091,2.128231705849268,10.4341158035983,Old
2016,10.11,13.6,10980,Petrol,Dealer,Manual,0,10,1098.0,2.3135250330323798,9.30383071506352,Medium
2014,4.5,6.4,19000,Petrol,Dealer,Manual,0,12,1583.3333333333333,1.5040773967762742,9.852194258148577,Old
2015,5.4,6.1,31427,Petrol,Dealer,Manual,0,11,2857.0,1.6863989535702288,10.355422675029144,Old
2016,6.4,8.4,12000,Petrol,Dealer,Manual,0,10,1200.0,1.8562979903656263,9.392661928770137,Medium
2010,3.25,9.9,38000,Petrol,Dealer,Manual,0,16,2375.0,1.1786549963416462,10.545341438708522,Old
2014,3.75,6.8,33019,Petrol,Dealer,Manual,0,12,2751.5833333333335,1.3217558399823195,10.404838432339576,Old
2015,8.55,13.09,60076,Diesel,Dealer,Manual,0,11,5461.454545454545,2.145931282948669,11.003365706325472,Old
2016,9.5,11.6,33988,Diesel,Dealer,Manual,0,10,3398.8,2.2512917986064953,10.433762800123432,Medium
2015,4.0,5.9,60000,Petrol,Dealer,Manual,0,11,5454.545454545455,1.3862943611198906,11.002099841204238,Old
2009,3.35,11.0,87934,Petrol,Dealer,Manual,0,17,5172.588235294118,1.208960345836975,11.38434181206964,Old
2017,11.5,12.5,9000,Diesel,Dealer,Manual,0,9,1000.0,2.4423470353692043,9.104979856318357,Medium
2016,5.3,5.9,5464,Petrol,Dealer,Manual,0,10,546.4,1.667706820558076,8.605936401250625,Medium
